,VIVO4,AMBV4,ARCZ6,B3SA3,BBDC4,BRAP4,BBAS3,BRKM5,CCRO3,CMIG4,CESP6,CPLE6,CSAN3,CPFE3,CYRE3,ELET3,ELET6,EMBR3,GFSA3,GGBR4,GOAU4,GOLL4,ITSA4,ITUB4,JBSS3,LAME4,LREN3,MMXM3,NATU3,NETC4,BNCA3,OGXP3,PCAR4,PETR3,PETR4,RDCD3,RSID3,SDIA4,CSNA3,CRUZ3,TAMM4,VCPA4,TNLP4,TCSL4,USIM3,USIM5,VALE3,VALE5,ALLL11
2009-07-10,33.32,21.56,2.89,6.741691112518311,5.222,9.249110221862791,8.884775161743164,3.709979057312012,4.851050853729248,2.7163329124450684,9.881,1.25,2.193153142929077,7.354901313781738,9.283357620239258,13.292285919189451,11.329,6.5624680519104,380.87744140625,13.19666576385498,15.145254135131836,11.261896133422852,2.354454278945923,7.57708740234375,5.1565141677856445,1.826,2.7497568130493164,772.5361328125,9.2,20.4,72.4,1020.0399780273438,,16.815744400024414,12.415132522583008,26.88999938964844,212.1084442138672,5.1,11.091231346130373,9.21,18.86,20.99,25.16,3.43,15.690673828125,15.031715393066406,16.29637908935547,19.21,11.0
2009-07-13,33.25,21.64,2.89,6.834042072296143,5.283,9.222246170043944,8.884775161743164,3.689077615737915,4.879220485687256,2.7121527194976807,9.602,1.267,2.1337130069732666,7.206783294677734,8.995650291442871,13.296890258789062,11.397,6.6663594245910645,377.5068664550781,12.961005210876465,14.7880859375,11.367506980895996,2.3600611686706543,7.57708740234375,5.1565141677856445,1.826,2.7385523319244385,759.9541015625,9.34,20.0,72.49,1100.0,,16.783472061157227,12.46534824371338,27.84000015258789,215.5406036376953,5.35,11.003597259521484,9.0,19.14,21.29,24.58,3.36,14.87622356414795,14.199950218200684,16.29637908935547,19.35,10.82
2009-07-14,33.45,21.58,2.91,6.809415340423584,5.269,9.137813568115234,8.884775161743164,3.683851957321167,4.736891746520996,2.6640939712524414,9.085,1.247,2.1337130069732666,6.98923921585083,9.36008071899414,12.960668563842772,11.295,6.709649085998535,377.5068664550781,12.822391510009766,14.468514442443848,12.001168251037598,2.3432421684265137,7.4962639808654785,4.986433982849121,1.822,2.7323286533355717,749.8884887695312,9.48,19.89,72.61,1095.0,,16.71430206298828,12.381658554077148,28.600000381469727,224.23545837402344,5.26,10.847497940063477,8.87,20.36,21.18,23.66,3.46,15.038284301757812,14.139970779418944,16.15597915649414,19.07,10.76
2009-07-15,33.97,22.54,3.11,7.283488273620605,5.495,9.847806930541992,9.290200233459473,3.819710493087769,4.73837423324585,2.7163329124450684,9.322,1.256,2.20229721069336,7.280843734741211,10.095332145690918,13.172533988952637,11.423,7.012665748596191,403.46044921875,13.868974685668944,15.665338516235352,12.961262702941896,2.4357383251190186,7.8094482421875,5.249285697937012,1.883,2.850584983825684,817.8314208984375,9.95,19.8,72.91,1100.0,,17.336774826049805,12.87123203277588,28.850000381469727,235.6760406494141,5.5,11.556791305541992,8.98,21.93,22.6,24.28,3.57,15.499530792236328,14.811779975891112,17.409543991088867,20.67,11.46
2009-07-16,34.35,22.82,3.14,7.44356632232666,5.55,9.824779510498049,9.290200233459473,3.9973723888397217,4.599010944366455,2.732010841369629,9.322,1.269,2.22515869140625,7.442845821380615,10.29352855682373,13.218595504760742,11.559,7.185817718505859,424.3581237792969,14.284838676452637,16.260623931884766,13.729336738586426,2.45535945892334,7.930685520172119,5.442556858062744,1.912,2.890418529510498,810.2821655273438,10.06,20.0,73.02,1076.0,,17.521209716796875,12.950737953186035,29.299999237060547,231.32861328125,5.7,11.844341278076172,9.06,22.24,22.7,24.86,3.65,15.998174667358398,15.19566822052002,17.43963050842285,20.63,11.51
2009-07-17,35.05,22.95,3.14,7.289647102355957,5.557,9.82094383239746,9.316079139709473,3.95034384727478,4.462612628936768,2.7058916091918945,9.255,1.272,2.1657187938690186,7.382672309875488,10.581238746643066,13.393613815307615,11.491,7.0559515953063965,437.1663818359375,14.333355903625488,16.135303497314453,13.729336738586426,2.458162546157837,7.892799377441406,5.527597904205322,1.925,2.887927770614624,810.2821655273438,10.17,20.4,73.27,1077.0,,17.89007568359375,13.180878639221191,28.200000762939453,230.87098693847656,5.58,11.964838981628418,9.09,22.07,23.1,24.89,3.65,16.35553741455078,15.395611763000488,17.42458724975586,20.67,11.05
2009-07-20,35.7,23.09,3.22,7.2342352867126465,5.721,10.124130249023438,9.467033386230469,3.960793972015381,4.477437496185303,2.710062026977539,9.145,1.283,2.3013622760772705,7.521531105041504,10.76025390625,13.439671516418455,11.576,7.220448017120361,467.5018005371094,15.005655288696287,16.8245792388916,13.92135524749756,2.5394461154937744,8.226189613342285,5.573981761932373,1.994,3.053486585617065,842.9954223632812,10.12,20.69,73.31,1080.0,,18.25894546508789,13.348258018493652,27.299999237060547,235.44723510742188,5.44,12.463255882263184,9.24,23.46,23.21,24.98,3.79,16.66718864440918,15.807494163513184,18.091487884521484,21.3,11.3
2009-07-21,36.32,22.89,3.22,7.209609508514404,5.659,10.458015441894531,9.583478927612305,3.971245050430298,4.60049295425415,2.695439577102661,8.865,1.293,2.344036817550659,7.394245147705078,10.773041725158691,13.421249389648438,11.508,7.315680980682373,477.6134948730469,14.880900382995604,16.69925880432129,13.729336738586426,2.5366439819335938,8.233771324157715,5.628098964691162,1.986,3.0509955883026123,842.9954223632812,10.12,20.6,73.37,1048.0,,18.23127555847168,13.314781188964844,26.600000381469727,235.44723510742188,5.3,12.597450256347656,9.31,22.4,23.7,24.54,3.76,17.319583892822266,16.383331298828125,18.29707336425781,21.61,11.38
2009-07-22,36.19,22.15,3.26,7.240389347076416,5.68,10.246939659118652,9.548977851867676,3.929441928863525,4.558980464935303,2.684988498687744,9.052,1.278,2.3623263835906982,7.384987354278564,11.060749053955078,13.172533988952637,11.474,7.281051158905029,474.9171142578125,15.019521713256836,16.8245792388916,14.151778221130373,2.5506577491760254,8.256500244140625,5.488942623138428,1.982,3.063444137573242,821.6060180664062,9.83,19.65,73.27,1045.0,,18.06528663635254,13.260382652282717,27.07999992370605,235.21841430664065,5.19,12.624835014343262,9.14,22.29,24.1,24.54,3.79,17.593835830688477,16.59926414489746,17.926015853881836,21.35,11.17
2009-07-23,36.85,22.87,3.26,7.326590538024902,5.796,10.285316467285156,9.790501594543455,4.060074806213379,4.601975917816162,2.701711177825928,9.111,1.302,2.4690113067626958,7.496073246002197,11.501900672912598,13.149507522583008,11.397,7.194474697113037,512.3306884765625,15.352212905883787,17.20054817199707,14.603021621704102,2.6543662548065186,8.58483600616455,5.682215690612793,2.002,3.207841157913208,827.8970336914062,9.95,19.84,73.33,1030.02001953125,,18.535585403442383,13.557476997375488,27.450000762939453,244.5997009277344,5.27,12.906908988952637,9.06,22.97,24.2,24.41,3.85,18.345962524414062,17.195096969604492,18.30208396911621,21.86,11.09
2009-07-24,36.3,22.58,3.34,7.394311428070068,5.851,10.507908821105955,10.006159782409668,4.075751304626465,4.610871315002441,2.7058916091918945,9.204,1.304,2.525402545928955,7.468303680419922,11.508296012878418,13.085026741027832,11.329,7.281051158905029,527.1612548828125,15.255172729492188,17.137887954711914,14.276591300964355,2.7048189640045166,8.610101699829102,5.682215690612793,2.048,3.271327018737793,826.6387939453125,9.88,19.9,73.4,1039.989990234375,,18.51253700256348,13.599320411682127,27.600000381469727,245.9725799560547,5.31,12.83022689819336,8.88,22.45,24.7,24.43,3.92,17.888864517211914,16.747224807739258,18.4525089263916,22.05,11.04
2009-07-27,36.23,22.81,3.51,7.35121488571167,5.851,10.592341423034668,10.049287796020508,4.044399261474609,4.536741733551025,2.6923038959503174,9.238,1.314,2.63666033744812,7.371100902557373,11.917476654052734,13.03436279296875,11.346,7.203132152557373,550.4185180664062,15.088836669921877,16.987499237060547,14.132576942443848,2.6823949813842773,8.574742317199707,5.573981761932373,2.039,3.2750608921051025,830.4133911132812,9.67,19.35,73.49,1040.0,,18.489484786987305,13.578399658203123,27.84000015258789,244.8284912109375,5.36,12.871304512023926,9.4,21.98,26.15,24.41,3.82,18.11325454711914,16.731229782104492,18.57786750793457,22.22,10.9
2009-07-28,37.27,22.78,3.61,7.289647102355957,5.817,10.699798583984377,10.15710735321045,4.044399261474609,4.499677658081055,2.7497684955596924,9.339,1.331,2.659521579742432,7.56318998336792,12.147644996643066,12.873159408569336,11.329,7.307023525238037,527.83544921875,14.96407413482666,16.949899673461914,13.63332748413086,2.696410179138184,8.562111854553223,5.496674060821533,2.06,3.367176055908203,831.671630859375,9.45,19.4,73.73,1060.010009765625,,18.11600112915039,13.28549098968506,28.38999938964844,246.8878173828125,5.43,13.008234977722168,9.24,21.76,26.52,24.41,3.97,18.366737365722656,17.195096969604492,18.522714614868164,22.2,10.83
2009-07-29,36.13,22.7,3.63,7.228079795837402,5.734,10.538613319396973,9.984593391418455,4.002597332000732,4.447785377502441,2.8082680702209477,9.356,1.327,2.682382583618164,7.577076911926269,11.859935760498049,12.983697891235352,11.371,7.263736724853516,513.3419189453125,14.59673023223877,16.4298152923584,13.326098442077637,2.6683802604675293,8.448453903198242,5.558521270751953,2.072,3.40949821472168,807.7657470703125,9.55,18.9,73.73,1140.0,,17.45203971862793,12.929815292358398,28.200000762939453,244.8284912109375,5.5,12.72068214416504,9.08,20.69,27.3,25.15,4.05,18.07585906982422,16.95516586303711,18.126588821411133,21.83,11.17
2009-07-30,36.49,22.8,3.77,7.437410354614258,5.782,10.646072387695312,10.251997947692873,4.075751304626465,4.459645748138428,2.838568210601806,9.449,1.338,2.667142391204834,7.579388618469238,12.038954734802246,13.126479148864746,11.474,7.445545196533203,528.8466186523438,14.943279266357422,16.755659103393555,13.642929077148438,2.685197353363037,8.52674674987793,5.79044771194458,2.072,3.368420362472534,826.6387939453125,9.68,19.0,73.78,1194.989990234375,,17.622644424438477,13.063716888427734,28.989999771118164,245.74375915527344,5.45,13.06574535369873,9.22,21.15,28.4,24.96,4.01,18.620214462280277,17.566997528076172,18.35222816467285,21.93,11.48
2009-07-31,37.02,22.61,3.67,7.425095081329346,5.748,10.803421020507812,10.195927619934082,4.342243194580078,4.521914958953857,2.8260364532470703,9.322,1.319,2.5924627780914307,7.634933948516846,12.30747890472412,13.218595504760742,11.508,7.895743370056152,534.9136962890625,15.199729919433594,17.04389762878418,13.182083129882812,2.6823949813842773,8.486339569091797,5.728600978851318,2.113,3.410743236541748,897.09814453125,9.61,19.05,73.77,1215.0,,17.77480125427246,13.168328285217283,27.75,247.1166229248047,5.41,13.161595344543455,9.34,21.08,27.7,25.32,4.05,19.1562557220459,17.706951141357422,18.57786750793457,22.2,11.59
2009-08-03,37.02,23.2,3.72,7.50513219833374,5.858,11.148820877075195,10.39001178741455,4.483325958251953,4.59604549407959,2.8511102199554443,9.365,1.358,2.686954975128174,7.7506513595581055,12.601579666137695,13.126479148864746,11.499,8.6229829788208,524.8019409179688,15.594802856445312,17.55771827697754,13.575722694396973,2.693605661392212,8.587367057800293,5.728600978851318,2.228,3.542691469192505,956.233642578125,9.82,19.75,73.96,1210.0,,18.328102111816406,13.620244979858398,27.809999465942383,262.9046325683594,5.44,13.503921508789062,9.42,21.64,27.51,25.59,4.0,19.717233657836918,18.214807510375977,19.09434127807617,22.63,12.32
2009-08-04,36.92,23.29,3.63,7.388153076171875,5.796,11.206391334533691,10.597034454345703,4.582608222961426,4.572323322296143,2.883491039276123,9.61,1.337,2.622943639755249,7.961251735687256,13.20256805419922,13.241622924804688,11.601,8.519088745117188,535.9249267578125,15.726489067077637,17.676774978637695,13.825345993041992,2.7244393825531006,8.66313362121582,5.767255783081055,2.323,3.6970462799072266,977.623046875,10.1,19.5,73.98,1200.0,,18.023786544799805,13.440311431884766,27.6299991607666,256.040283203125,5.39,13.309478759765623,9.58,21.93,26.85,25.5,4.19,19.539384841918945,18.030466079711918,19.06426048278809,22.63,13.13
2009-08-05,36.55,23.3,3.57,7.36968469619751,5.891,11.187200546264648,10.95069980621338,4.650536060333252,4.674622535705566,2.875140428543091,9.745,1.339,2.629039764404297,7.847850799560547,13.260111808776855,13.540997505187988,11.737,8.475801467895508,534.9136962890625,15.698762893676758,17.802093505859375,13.729336738586426,2.774892091751098,8.837411880493164,5.968259334564209,2.314,3.6970462799072266,1056.8897705078125,10.1,19.4,73.99,1210.0,,18.143665313720703,13.523998260498049,28.850000381469727,256.040283203125,5.33,13.542258262634276,9.56,21.64,26.45,25.29,4.15,19.8730411529541,18.07062339782715,19.09434127807617,22.67,13.11
2009-08-06,37.49,23.09,3.46,7.2342352867126465,5.817,11.083578109741213,10.523714065551758,4.8490986824035645,4.591597080230713,2.9660298824310303,9.864,1.345,2.6259920597076416,7.891823768615723,12.659123420715332,14.185808181762695,12.044,8.588350296020508,513.0048217773438,15.282898902893066,17.250675201416016,13.777342796325684,2.763680219650269,8.764168739318848,5.720869541168213,2.249,3.5140602588653564,1114.76708984375,9.97,19.29,73.98,1190.0,,17.89007568359375,13.348258018493652,28.5,250.548828125,5.4,13.651800155639648,9.56,21.16,25.65,25.5,4.05,20.356830596923828,18.17101287841797,18.828584671020508,22.37,12.85
2009-08-07,38.1,23.08,3.63,7.3573713302612305,5.939,11.24476718902588,10.566845893859863,5.073787212371826,4.621248722076416,2.9461817741394043,9.737,1.335,2.728105068206787,7.995967388153076,12.339447975158691,13.77589225769043,11.737,8.657613754272461,514.35302734375,15.213593482971191,17.250675201416016,15.169477462768556,2.830951452255249,9.01926326751709,5.697676658630371,2.273,3.553894519805908,1082.0538330078125,10.06,19.33,74.01,1165.0,,18.000730514526367,13.390101432800291,28.549999237060547,247.1166229248047,5.33,13.720264434814451,9.54,22.61,26.75,25.57,4.05,21.07000541687012,18.604707717895508,19.02915573120117,22.62,13.29
2009-08-10,38.48,23.11,3.73,7.560543060302734,6.015,11.202552795410156,10.60997486114502,5.617221355438232,4.699826717376709,2.931549072265625,9.712,1.332,2.917091131210327,8.132513046264648,12.275513648986816,13.550206184387209,11.567,9.34156322479248,514.35302734375,15.282898902893066,17.16295051574707,15.313491821289062,2.8477683067321777,9.112713813781738,5.736331939697266,2.376,3.688334226608277,1098.4105224609375,10.27,19.45,74.09,1205.010009765625,,18.028398513793945,13.43194580078125,27.76000022888184,251.69288635253903,5.58,13.753128051757812,9.45,22.24,27.07,25.81,4.16,21.87493896484375,18.85769462585449,18.979013442993164,22.65,13.38
2009-08-11,37.63,22.9,3.61,7.732934474945068,5.823,10.899365425109863,10.653104782104492,5.355956077575684,4.59604549407959,2.914836168289185,9.449,1.319,2.9765305519104004,7.903395175933838,12.403382301330566,13.071208000183104,11.329,9.263642311096191,511.3195495605469,14.839315414428713,16.793245315551758,15.26548671722412,2.746863603591919,8.738911628723145,5.573981761932373,2.314,3.647254467010498,1075.7628173828125,10.35,20.0,74.04,1175.0,,17.45665740966797,13.063716888427734,26.5,244.8284912109375,5.59,13.509395599365234,9.33,22.74,,25.81,4.07,21.59967422485352,18.841630935668945,18.497642517089844,22.16,12.93
2009-08-12,37.45,23.26,3.61,7.825285911560059,5.878,10.976118087768556,10.713486671447754,5.09991455078125,4.618284225463867,2.9096102714538574,9.576,1.313,2.9399526119232178,8.030683517456055,13.074700355529783,12.758016586303713,11.371,9.27230167388916,518.060791015625,15.421520233154297,17.482524871826172,17.185672760009766,2.746863603591919,8.673240661621094,5.635828971862793,2.302,3.562608003616333,1066.9554443359375,10.45,20.7,74.16,1168.0,,17.843971252441406,13.344072341918944,26.0,258.5572204589844,5.57,13.909224510192873,9.28,23.64,,26.74,4.1,23.013517379760746,19.480127334594727,18.66812896728516,22.34,13.2
2009-08-13,38.02,23.25,3.56,7.659055233001709,5.823,11.302334785461426,10.9679594039917,4.979732036590576,4.5736260414123535,2.912745714187622,9.593,1.287,2.941476345062256,7.949680805206299,13.285688400268556,12.840920448303224,11.15,9.13377857208252,546.0366821289062,15.851241111755373,17.921152114868164,17.9825496673584,2.6880011558532715,8.567160606384277,5.875487327575684,2.31,3.470494270324707,1050.5987548828125,10.55,20.35,74.1,1137.989990234375,,18.1206111907959,13.595138549804688,26.25,265.650390625,5.6,14.018770217895508,9.0,24.06,,25.81,4.05,23.13029670715332,20.118623733520508,19.149492263793945,22.92,13.36
2009-08-14,38.14,23.78,3.53,7.498978137969971,5.782,11.283147811889648,10.91184425354004,4.828197956085205,4.507408142089844,2.8897624015808105,9.449,1.313,2.842411756515503,8.030683517456055,13.298473358154297,12.744197845458984,10.988,8.804792404174805,542.3290405273438,15.948280334472656,17.896087646484375,17.665719985961914,2.6347455978393555,8.43582820892334,5.620367527008057,2.282,3.395803928375244,1019.1437377929688,10.58,20.1,74.2,1095.0,,18.028398513793945,13.53655242919922,26.0,272.2859191894531,5.56,13.747650146484377,9.0,22.45,,25.74,4.0,21.8123779296875,19.520286560058597,19.3049373626709,23.13,13.48
2009-08-17,37.34,23.59,3.38,7.246146202087402,5.639,11.283147811889648,10.594611167907717,5.084238052368164,4.3734331130981445,2.8354332447052,9.263,1.285,2.732677459716797,7.866365909576416,13.042729377746582,12.306650161743164,10.801,8.7874755859375,526.150146484375,15.948280334472656,17.231876373291016,17.704124450683594,2.5646722316741943,8.233771324157715,5.697676658630371,2.216,3.4045190811157227,975.106689453125,10.72,20.09,74.21,1033.0,,17.843971252441406,13.390101432800291,26.239999771118164,255.81146240234372,5.38,13.197195053100586,8.95,22.07,,24.85,3.9,20.707164764404297,18.825571060180664,18.50265884399414,22.16,12.98
2009-08-18,37.1,23.11,3.46,7.276978969573975,5.721,10.611527442932127,10.842314720153809,5.460461616516113,4.467369556427002,2.8364779949188232,9.17,1.278,2.927760362625122,7.830679893493652,13.432737350463867,12.688929557800291,10.971,8.6143217086792,552.7778930664062,15.213593482971191,17.03763198852539,19.22107315063477,2.6403512954711914,8.524229049682617,5.682215690612793,2.269,3.604933261871338,1053.115234375,10.53,19.87,74.25,1051.010009765625,,17.936182022094727,13.523998260498049,26.399999618530277,262.447021484375,5.4,13.473794937133787,8.93,22.07,,24.67,3.89,20.03986167907715,18.51234436035156,18.40237236022949,22.07,13.07
2009-08-19,37.15,23.43,3.63,7.431150436401367,5.782,10.672934532165527,10.994404792785645,5.308927059173584,4.589025497436523,2.839613676071167,9.238,1.297,2.92928409576416,7.785109043121338,13.490280151367188,12.269804000854492,10.741,8.6143217086792,561.87841796875,15.199729919433594,17.10028839111328,19.68191719055176,2.690804481506348,8.6378812789917,5.744062900543213,2.269,3.6572132110595694,1027.951171875,10.58,20.28,74.2,1139.969970703125,,18.16672134399414,13.724854469299316,26.5,264.96392822265625,5.48,13.364250183105469,8.99,22.16,,24.61,3.92,19.601951599121094,18.35171890258789,18.3923454284668,22.03,13.26
2009-08-20,36.92,23.78,3.87,7.523657321929932,5.871,10.845637321472168,11.142160415649414,5.267123699188232,4.664483070373535,2.84797477722168,9.136,1.283,2.891181945800781,7.861857414245605,14.26388931274414,12.56917953491211,10.793,8.79613208770752,580.7538452148438,15.456170082092283,17.451187133789062,19.10586166381836,2.7076220512390137,8.751535415649414,5.759524345397949,2.314,3.675884246826172,1021.66015625,10.6,20.39,74.25,1139.93994140625,,18.35115623474121,13.829460144042969,26.43000030517578,268.8537292480469,5.54,13.69288158416748,8.95,23.22,,24.8,3.9,19.768774032592773,18.813522338867188,18.537755966186523,22.25,13.24
2009-08-21,37.19,24.11,3.87,7.560661315917969,5.878,11.09125518798828,11.142160415649414,5.392532825469971,4.912412166595459,2.8469295501708984,9.229,1.318,2.862224817276001,8.010555267333984,15.056684494018556,12.421793937683104,10.801,8.830761909484863,638.0540161132812,15.712624549865724,17.66423988342285,19.10586166381836,2.6992130279541016,8.688394546508789,5.736331939697266,2.355,3.809077739715576,1032.9840087890625,10.67,20.8,74.39,1192.0,,18.72463607788086,14.072158813476562,26.899999618530277,298.8280944824219,5.63,13.775035858154297,9.33,23.69,,25.15,3.93,20.38185310363769,19.395797729492188,18.803512573242188,22.73,13.39
2009-08-24,37.97,23.98,3.89,7.239978790283203,5.871,11.455846786499023,11.146504402160645,5.277575969696045,4.841575145721436,2.8573713302612305,9.035,1.337,2.9597668647766118,7.830679893493652,15.344389915466309,12.56457233428955,10.912,8.700898170471191,638.0540161132812,15.87203884124756,17.81462860107422,19.048254013061523,2.7170989513397217,8.716175079345703,5.91414213180542,2.294,3.718208312988281,1001.5289306640624,10.89,20.56,74.65,1132.5899658203125,,18.600143432617188,13.975916862487791,26.989999771118164,298.5992431640625,5.57,14.185823440551758,9.07,23.82,,25.9,3.93,20.31929588317871,19.01832389831543,19.02915573120117,23.0,13.65
2009-08-25,37.5,23.97,4.06,7.178308010101318,5.905,11.513413429260254,11.263837814331056,5.361180305480957,4.784596920013428,2.8511102199554443,9.035,1.324,2.987199068069458,7.7131571769714355,15.401933670043944,12.40337085723877,10.861,8.683586120605469,627.9421997070312,15.532419204711914,17.401065826416016,17.579313278198242,2.7452545166015625,8.824782371520996,5.798178195953369,2.282,3.6970462799072266,999.0125122070312,10.78,20.17,74.73,1110.010009765625,,18.49409294128418,13.904784202575684,26.700000762939453,281.4383544921875,5.53,13.942090034484863,8.96,23.84,,26.45,3.85,19.785457611083984,18.733211517333984,18.89377212524414,22.89,13.25
2009-08-26,38.13,24.13,3.99,7.307815074920654,6.015,11.432819366455078,11.428967475891112,5.382082462310791,4.840036392211914,2.862597942352295,9.111,1.332,3.078644275665283,7.845067977905273,16.111610412597656,12.550753593444824,10.912,8.856735229492188,667.0411376953125,15.456170082092283,17.388525009155273,17.761730194091797,2.8015670776367188,9.01673698425293,5.8600263595581055,2.319,3.809077739715576,1049.340576171875,10.71,19.75,74.7,1075.0,,18.383432388305664,13.87967586517334,26.25,294.9382629394531,5.59,13.881839752197266,9.06,23.27,,26.35,3.89,19.6978702545166,18.50029754638672,18.8436279296875,22.89,13.29
2009-08-27,37.15,24.11,4.02,7.387986660003662,6.015,11.43665885925293,11.515880584716797,5.382082462310791,4.813856601715088,2.8824450969696045,9.204,1.335,3.1243667602539062,7.890637874603271,15.862265586853027,13.241622924804688,11.15,9.0125732421875,640.0762939453125,15.878972053527832,17.795833587646484,17.56970977783203,2.78185772895813,8.948541641235352,6.037836074829102,2.302,3.7294106483459473,1070.72998046875,10.67,20.1,74.81,1070.0,,18.1206111907959,13.749960899353027,25.959999084472656,291.7348937988281,5.6,13.870884895324709,9.03,23.27,,26.6,3.83,19.7729434967041,18.472187042236328,18.72829818725586,22.85,13.07
2009-08-28,37.68,24.24,4.02,7.406485557556152,6.049,11.490385055541992,11.568025588989258,5.564968109130859,4.789217948913574,2.8939433097839355,9.585,1.355,3.261533498764038,7.821084022521973,15.676854133605955,12.98830509185791,11.108,8.848078727722168,641.424560546875,15.761141777038574,17.751976013183594,17.28168296813965,2.773411750793457,8.940967559814453,6.1460700035095215,2.31,3.713229179382324,1082.0538330078125,10.92,20.35,74.75,1050.010009765625,,18.11600112915039,13.620244979858398,25.649999618530277,283.0400695800781,5.64,13.80789852142334,9.14,22.93,,26.73,3.93,19.23076438903809,18.279438018798828,18.99907112121582,23.0,13.05
2009-08-31,37.67,24.11,3.96,7.165976524353027,5.967,11.225578308105469,11.368134498596191,5.465686798095703,4.781517505645752,2.899168968200684,9.737,1.358,3.2173352241516118,7.97458028793335,15.146191596984863,12.688929557800291,11.039,8.761503219604492,613.78564453125,15.289831161499023,17.307071685791016,16.657623291015625,2.7255451679229736,8.884895324707031,6.045567989349365,2.265,3.721941947937012,1056.8897705078125,10.99,19.83,74.77,1025.0,,17.304492950439453,13.130670547485352,25.799999237060547,273.65875244140625,5.55,13.424498558044434,9.18,22.12,,26.47,3.83,18.53426742553711,17.789522171020508,18.3923454284668,22.54,13.4
